product_card_id,product_description,product_status,product_image,product_name,product_price,product_category_id
93,,0,http://images.acmesports.sports/Under+Armour+Men%27s+Tech+II+T-Shirt,Under Armour Men's Tech II T-Shirt,24.98999977,5
1347,,0,http://images.acmesports.sports/Baby+sweater,Baby sweater,59.08000183,60
305,,0,http://images.acmesports.sports/Mio+ALPHA+Heart+Rate+Monitor%2FSport+Watch,Mio ALPHA Heart Rate Monitor/Sport Watch,199.0,38
1004,,0,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,45
1346,,0,http://images.acmesports.sports/Sports+Books,Sports Books ,31.07999992,59
58,,0,http://images.acmesports.sports/Diamondback+Boys%27+Insight+24+Performance+Hybrid+Bike+2014,Diamondback Boys' Insight 24 Performance Hybr,299.9899902,4
311,,0,http://images.acmesports.sports/Polar+Loop+Activity+Tracker,Polar Loop Activity Tracker,109.9499969,38
303,,0,http://images.acmesports.sports/Garmin+Forerunner+910XT+GPS+Watch,Garmin Forerunner 910XT GPS Watch,399.9899902,38
1354,,0,http://images.acmesports.sports/DVDs,DVDs ,164.3800049,67
1348,,0,http://images.acmesports.sports/CDs+of+rock,CDs of rock,11.28999996,61
78,,0,http://images.acmesports.sports/Nike+Kids%27+Grade+School+KD+VI+Basketball+Shoe,Nike Kids' Grade School KD VI Basketball Shoe,99.98999786,5
258,,0,http://images.acmesports.sports/Nike+Women%27s+Free+5.0+TR+FIT+PRT+4+Training+Shoe,Nike Women's Free 5.0 TR FIT PRT 4 Training S,94.98999786,12
797,,0,http://images.acmesports.sports/Hirzl+Women%27s+Soffft+Flex+Golf+Glove,Hirzl Women's Soffft Flex Golf Glove,17.98999977,36
981,,0,http://images.acmesports.sports/The+North+Face+Women%27s+Recon+Backpack,The North Face Women's Recon Backpack,99.0,44
1355,,0,http://images.acmesports.sports/Lawn+mower,Lawn mower,532.5800171,68
135,,0,http://images.acmesports.sports/Nike+Dri-FIT+Crew+Sock+6+Pack,Nike Dri-FIT Crew Sock 6 Pack,22.0,7
134,,0,http://images.acmesports.sports/Nike+Women%27s+Legend+V-Neck+T-Shirt,Nike Women's Legend V-Neck T-Shirt,25.0,7
845,,0,http://images.acmesports.sports/Garmin+Approach+S4+Golf+GPS+Watch,Garmin Approach S4 Golf GPS Watch,299.9899902,38
982,,0,http://images.acmesports.sports/insta-bed+Neverflat+Air+Mattress,insta-bed Neverflat Air Mattress,149.9900055,44
625,,0,http://images.acmesports.sports/Nike+Men%27s+Kobe+IX+Elite+Low+Basketball+Shoe,Nike Men's Kobe IX Elite Low Basketball Shoe,199.9900055,29
1359,,0,http://images.acmesports.sports/Adult+dog+supplies,Adult dog supplies,84.40000153,72
1356,,0,http://images.acmesports.sports/First+aid+kit,First aid kit,293.0400085,69
607,,0,http://images.acmesports.sports/Garmin+Approach+S3+Golf+GPS+Watch,Garmin Approach S3 Golf GPS Watch,249.9900055,41
1358,,0,http://images.acmesports.sports/Rock+music,Rock music,260.6499939,71
1362,,0,http://images.acmesports.sports/Fighting+video+games,Fighting video games,39.75,75
295,,0,http://images.acmesports.sports/Fitbit+The+One+Wireless+Activity+%26+Sleep+Tracker,Fitbit The One Wireless Activity & Sleep Trac,99.94999695,38
127,,0,http://images.acmesports.sports/Stiga+Master+Series+ST3100+Competition+Indoor+Table+Tennis...,Stiga Master Series ST3100 Competition Indoor,329.9899902,7
61,,0,http://images.acmesports.sports/Diamondback+Girls%27+Clarity+24+Hybrid+Bike+2014,Diamondback Girls' Clarity 24 Hybrid Bike 201,299.9899902,4
35,,0,http://images.acmesports.sports/adidas+Brazuca+2014+Official+Match+Ball,adidas Brazuca 2014 Official Match Ball,159.9900055,3
858,,0,http://images.acmesports.sports/GolfBuddy+VT3+GPS+Watch,GolfBuddy VT3 GPS Watch,199.9900055,38
860,,0,http://images.acmesports.sports/Bushnell+Pro+X7+Jolt+Slope+Rangefinder,Bushnell Pro X7 Jolt Slope Rangefinder,599.9899902,38
216,,0,http://images.acmesports.sports/Yakima+DoubleDown+Ace+Hitch+Mount+4-Bike+Rack,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,189.0,10
19,,0,http://images.acmesports.sports/Nike+Men%27s+Fingertrap+Max+Training+Shoe,Nike Men's Fingertrap Max Training Shoe,124.9899979,2
226,,0,http://images.acmesports.sports/Bowflex+SelectTech+1090+Dumbbells,Bowflex SelectTech 1090 Dumbbells,599.9899902,11
208,,0,http://images.acmesports.sports/SOLE+E35+Elliptical,SOLE E35 Elliptical,1999.98999,10
793,,0,http://images.acmesports.sports/Hirzl+Women%27s+Hybrid+Golf+Glove,Hirzl Women's Hybrid Golf Glove,14.98999977,36
792,,0,http://images.acmesports.sports/Hirzl+Men%27s+Hybrid+Golf+Glove,Hirzl Men's Hybrid Golf Glove,14.98999977,36
786,,0,http://images.acmesports.sports/TaylorMade+2014+Purelite+Stand+Bag,TaylorMade 2014 Purelite Stand Bag,179.9900055,35
778,,0,http://images.acmesports.sports/Bag+Boy+Beverage+Holder,Bag Boy Beverage Holder,24.98999977,35
777,,0,http://images.acmesports.sports/Bag+Boy+M330+Push+Cart,Bag Boy M330 Push Cart,79.98999786,35
775,,0,http://images.acmesports.sports/Clicgear+8.0+Shoe+Brush,Clicgear 8.0 Shoe Brush,9.989999771,35
773,,0,http://images.acmesports.sports/Titleist+Small+Wheeled+Travel+Cover,Titleist Small Wheeled Travel Cover,249.9900055,35
771,,0,http://images.acmesports.sports/Clicgear+Rovic+Cooler+Bag,Clicgear Rovic Cooler Bag,39.99000168,35
768,,0,http://images.acmesports.sports/Titleist+Club+Glove+Travel+Cover,Titleist Club Glove Travel Cover,299.9899902,35
743,,0,http://images.acmesports.sports/Ogio+Race+Golf+Shoes,Ogio Race Golf Shoes,169.9900055,34
730,,0,http://images.acmesports.sports/LIJA+Women%27s+Argyle+Golf+Polo,LIJA Women's Argyle Golf Polo,80.0,33
728,,0,http://images.acmesports.sports/LIJA+Women%27s+Eyelet+Sleeveless+Golf+Polo,LIJA Women's Eyelet Sleeveless Golf Polo,65.0,33
725,,0,http://images.acmesports.sports/LIJA+Women%27s+Button+Golf+Dress,LIJA Women's Button Golf Dress,108.0,33
724,,0,http://images.acmesports.sports/LIJA+Women%27s+Mid-Length+Panel+Golf+Shorts,LIJA Women's Mid-Length Panel Golf Shorts,100.0,33
715,,0,http://images.acmesports.sports/TaylorMade+Women%27s+RBZ+SL+Rescue,TaylorMade Women's RBZ SL Rescue,129.9900055,32
705,,0,http://images.acmesports.sports/Cleveland+Golf+Women%27s+588+RTX+CB+Satin+Chrome+Wedge,Cleveland Golf Women's 588 RTX CB Satin Chrom,119.9899979,32
703,,0,http://images.acmesports.sports/Top+Flite+Women%27s+2014+XL+Hybrid,Top Flite Women's 2014 XL Hybrid,19.98999977,32
691,,0,http://images.acmesports.sports/MDGolf+Pittsburgh+Penguins+Putter,MDGolf Pittsburgh Penguins Putter,79.98999786,31
677,,0,http://images.acmesports.sports/TaylorMade+White+Smoke+IN-12+Putter,TaylorMade White Smoke IN-12 Putter,99.98999786,31
671,,0,http://images.acmesports.sports/Cleveland+Golf+Collegiate+My+Custom+Wedge+588+RTX+Forged...,Cleveland Golf Collegiate My Custom Wedge 588,209.9900055,31
666,,0,http://images.acmesports.sports/Merrell+Men%27s+All+Out+Flash+Trail+Running+Shoe,Merrell Men's All Out Flash Trail Running Sho,109.9899979,30
652,,0,http://images.acmesports.sports/Merrell+Women%27s+Grassbow+Sport+Waterproof+Hiking+Shoe,Merrell Women's Grassbow Sport Waterproof Hik,129.9900055,30
647,,0,http://images.acmesports.sports/Merrell+Women%27s+Siren+Mid+Waterproof+Hiking+Boot,Merrell Women's Siren Mid Waterproof Hiking B,134.9900055,30
646,,0,http://images.acmesports.sports/Merrell+Women%27s+Grassbow+Sport+Hiking+Shoe,Merrell Women's Grassbow Sport Hiking Shoe,99.98999786,30
1361,,0,http://images.acmesports.sports/Toys ,Toys ,11.53999996,74
1073,,0,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,48
1059,,0,http://images.acmesports.sports/Pelican+Maverick+100X+Kayak,Pelican Maverick 100X Kayak,349.9899902,48
1014,,0,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,46
